"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2024","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","119",""
"SURVEY","2024","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2023","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","121",""
"SURVEY","2023","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","147",""
"SURVEY","2022","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","108",""
"SURVEY","2022","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","169",""
"SURVEY","2022","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2021","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","125",""
"SURVEY","2021","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2021","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2020","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","93.1",""
"SURVEY","2020","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","139",""
"SURVEY","2020","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2019","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2019","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2018","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","90.9",""
"SURVEY","2018","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","115",""
"SURVEY","2018","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","204",""
"SURVEY","2018","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","171",""
"SURVEY","2018","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","107",""
"SURVEY","2018","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","107",""
"SURVEY","2017","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","103",""
"SURVEY","2017","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2017","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","229",""
"SURVEY","2017","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","166",""
"SURVEY","2017","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2017","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2017","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","107",""
"SURVEY","2016","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","105",""
"SURVEY","2016","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","166",""
"SURVEY","2016","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","235",""
"SURVEY","2016","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","187",""
"SURVEY","2016","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","86.7",""
"SURVEY","2016","MARKETING YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2016","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","116",""
"SURVEY","2015","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","67.7",""
"SURVEY","2015","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","119",""
"SURVEY","2015","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","156",""
"SURVEY","2015","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","254",""
"SURVEY","2015","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","164",""
"SURVEY","2015","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2015","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","86",""
"SURVEY","2015","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","213",""
"SURVEY","2015","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2015","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","170",""
"SURVEY","2014","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","88.4",""
"SURVEY","2014","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2014","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","161",""
"SURVEY","2014","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","235",""
"SURVEY","2014","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","152",""
"SURVEY","2014","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","193",""
"SURVEY","2014","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","84.7",""
"SURVEY","2014","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","160",""
"SURVEY","2014","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","112",""
"SURVEY","2014","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2013","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","79.8",""
"SURVEY","2013","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","143",""
"SURVEY","2013","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","161",""
"SURVEY","2013","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","203",""
"SURVEY","2013","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2013","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","209",""
"SURVEY","2013","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","63.7",""
"SURVEY","2013","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","223",""
"SURVEY","2013","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","106",""
"SURVEY","2013","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","165",""
"SURVEY","2012","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","77.1",""
"SURVEY","2012","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","110",""
"SURVEY","2012","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2012","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","215",""
"SURVEY","2012","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","145",""
"SURVEY","2012","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","168",""
"SURVEY","2012","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","71.3",""
"SURVEY","2012","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","164",""
"SURVEY","2012","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2012","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","151",""
"SURVEY","2011","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","75.2",""
"SURVEY","2011","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2011","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2011","MARKETING YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","235",""
"SURVEY","2011","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2011","MARKETING YEAR","","STATE","OHIO","39","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","210",""
"SURVEY","2011","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","66.5",""
"SURVEY","2011","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","212",""
"SURVEY","2011","MARKETING YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","71.8",""
"SURVEY","2011","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","161",""
"SURVEY","2011","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","75.7",""
"SURVEY","2011","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","148",""
"SURVEY","2011","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","146",""
"SURVEY","2011","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","235",""
"SURVEY","2011","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","140",""
"SURVEY","2011","YEAR","","STATE","OHIO","39","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","210",""
"SURVEY","2011","YEAR","","STATE","OREGON","41","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","66.5",""
"SURVEY","2011","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","212",""
"SURVEY","2011","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","71.8",""
"SURVEY","2011","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","161",""
"SURVEY","2010","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","70.1",""
"SURVEY","2010","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","187",""
"SURVEY","2010","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","STRAWBERRIES","STRAWBERRIES - PRICE RECEIVED, MEASURED IN $ / CWT","TOTAL","NOT SPECIFIED","141",""
